name,latitude,longitude,address,website
Lavington Library,-36.046561,146.939246,"Griffith Road, Lavington NSW 2641",http://www.umrl.com.au/
Lawson Library,-33.717837,150.430609,"Cnr Loftus St & San Jose Ave, Lawson NSW 2783",http://www.bmcc.nsw.gov.au/yourcommunity/library
Leeton Shire Major Dooley Library,-34.550504,146.405156,"Sycamore Street, Leeton NSW 2705",
Leichhardt Library,-33.887147,151.158388,"Piazza Level, Italian Forum, 23 Norton Street, Leichhardt NSW 2040",http://www.leichhardt.nsw.gov.au/Library.html
Lennox Head Library,-28.793937,153.591332,"Mackney Lane, Lennox Head NSW 2478",http://www.rtrl.nsw.gov.au/site/index.php
Lidcombe Library,-33.863303,151.042724,"Bridge Street, Lidcombe NSW 2141",http://www.auburn.nsw.gov.au/page.aspx?id=464&
Lightning Ridge Library,-29.42916,147.985117,"Pandora Street, Lightning Ridge NSW 2834",http://www.norl.org/
Lindfield Library,-33.777553,151.168926,"265 Pacific Highway, Lindfield NSW 2072",http://www.kmc.nsw.gov.au/www/html/64-library.asp
Lismore Library,-28.812541,153.282994,"Magellan Street, Lismore NSW 2480",http://www.rtrl.nsw.gov.au/site/index.php
Lithgow Library,-33.482191,150.15528,"157 Main Street, Lithgow NSW  2790",www.learningcentre.lithgow.com
Liverpool City Library,-33.922028,150.925353,"Library Plaza, 170 George Street, Liverpool NSW 2170",http://ebranch.liverpool.nsw.gov.au
Macksville Library,-30.708975,152.918921,Princess Street Macksville NSW  2447,http://www.crl.nsw.gov.au/
Maclean Library,-29.458676,153.200244,"Stanley Street, Maclean NSW 2463",http://www.crl.nsw.gov.au/
Maitland Library,-32.729966,151.552536,"480 High Street, Maitland NSW 2320",http://www.maitland.nsw.gov.au/library/
Malabar Library,-33.961433,151.246829,"Malabar Community Library 1203 Anzac Parade, Malabar NSW 2036",http://www.randwick.nsw.gov.au/A_sense_of_community/Library/index.aspx
Manildra Library,-33.186473,148.694951,"65 Kiewa Street, Manildra NSW 2865",http://www.cwl.nsw.gov.au/
Manilla Library,-30.746654,150.719763,"191 Manilla Street, Manilla NSW  2346",http://www.cnl.nsw.gov.au/
Manly Library,-33.797497,151.2865,"Market Place, Manly NSW 2095",http://www.manly.nsw.gov.au/Library.html
Maroubra Library,-33.937914,151.237918,"The Bowen Library, 669-673 Anzac Parade, Maroubra  NSW  2035",http://www.randwick.nsw.gov.au/A_sense_of_community/Library/index.aspx
Marrickville Library,-33.908896,151.15445,"Town Hall, Marrickville Road (Entrance Petersham Rd) Marrickville NSW 2204",http://www.marrickville.nsw.gov.au/library.htm
Mascot Library,-33.929907,151.193383,"2-4 Hatfield Street, Mascot NSW 2020",
Mathoura Redgum Branch Library,-35.812111,144.90172,"23 Moama Street, Mathoura NSW 2710",http://www.deniliquin.nsw.gov.au/library.html
Mayfield Library,-32.898093,151.735645,"Hanbury Street, Mayfield NSW 2304",http://www.newcastle.nsw.gov.au/discover_newcastle/visit_our_libraries
Menai Library,-34.013979,151.017616,"Alison Crescent, Menai NSW 2234",http://www.suthlib.nsw.gov.au/ssc/suthlib.nsf/
Merimbula Library,-36.886666,149.914115,"Main Street, Merimbula NSW 2548",http://www.begavalley.nsw.gov.au/Community/Library_Services/Library.htm
Merriwa Library,-32.139419,150.355719,"Bettington Street, Merriwa NSW 2329",http://www.uhrl.nsw.gov.au/
Merrylands Library,-33.838529,150.989916,"Cnr Miller & Newman Streets, Merrylands  2160",http://www.holroyd.nsw.gov.au/library
Miller Library,-33.920062,150.882729,"Woodward Crescent, Miller NSW 2168",http://ebranch.liverpool.nsw.gov.au/
Milton Library,-35.315085,150.434525,"Milton School of Arts,  Pacific Highway, Milton 2538",http://www.shoalhaven.nsw.gov.au/council/sections/library/services.htm
Minto Community Library,-34.02537,150.853518,"Off Pembroke Road & Guernsey Avenue, Minto NSW 2566",http://www.campbelltown.nsw.gov.au/default.asp?iSubCatID=121&iNavCatID=1
Miranda Library,-34.035024,151.097692,"31 Wandella Road, Miranda NSW 2228",http://www.suthlib.nsw.gov.au/ssc/suthlib.nsf/
Mittagong Library,-34.447795,150.446932,"Queen Street, Mittagong NSW 2575",http://www.library.wsc.nsw.gov.au/
Molong Library,-33.091356,148.863888,"Bank Street, Molong NSW 2866",http://www.cwl.nsw.gov.au/
Mona Vale Library,-33.674333,151.301926,"Mona Vale Library, Park Street Mona Vale NSW 2103",http://www.pittwater.nsw.gov.au/library
Moorebank Library,-33.933805,150.953602,Cnr Nuwarra Rd & Maddacks Ave Moorebank NSW 2170,http://ebranch.liverpool.nsw.gov.au/
Moree Library,-29.465405,149.841585,Cnr Albert & Balo Streets Moree NSW 2400,http://www.norl.org/
Morisset Library,-33.107338,151.487347,"39 Yambo Street, Morisett NSW 2264",http://www.lakemac.com.au/page.aspx?pid=144&vid=11
Moruya Library,-35.909117,150.081039,"Moruya Library, Vulcan Street, Moruya  NSW 2537",http://www.esc.nsw.gov.au/index.asp
Mosman Library,-33.824557,151.240241,"Library Walk, 605 Military Road, Mosman NSW 2088",http://www.mosman.nsw.gov.au/library
Moss Vale Library,-34.547515,150.375377,"Civic Centre, Elizabeth Street, Moss Vale NSW 2577",http://www.library.wsc.nsw.gov.au/
Moulamiein Library,-35.091465,144.036235,"Morago Street, Moulamiein NSW 2733",http://www.wakool.local-e.nsw.gov.au/library.html
Mount Druitt Library,-33.766678,150.822638,"Ayres Grove, Mt Druitt NSW 2770",http://www.libraries.blacktown.nsw.gov.au/
Mudgee Library,-32.590511,149.587246,"64 Market Street, Mudgee NSW 2850",http://www.mudgee.nsw.gov.au/index.php?option=com_content&task=view&id=54&Itemid=101
Mullumbimby Library,-28.553526,153.502324,"Station Street, Mulllumbimby NSW 2482",http://www.rtrl.nsw.gov.au/site/index.php
Mulwala Library,-35.991004,146.003714,"Civic Centre, Melbourne Road, Mulwala NSW 2647",http://www.umrl.com.au/
Mungindi Library,-28.977706,148.997499,"St George Street, Mungindi NSW 2406",http://www.norl.org/
Murrurundi Library,-31.765313,150.839429,"47 Mayne Street, Murrurundi NSW 2339",http://www.uhrl.nsw.gov.au/
Murwillumbah Library,-28.326185,153.404039,"Civic Centre, Tumbulgum Road, Murwillumbah NSW 2484",http://www.rtrl.nsw.gov.au/site/index.php
Muswellbrook Library,-32.261844,150.888397,126 Bridge Street Muswellbrook NSW 2333,http://www.uhrl.nsw.gov.au/
Nambucca Heads Library,-30.642052,153.004716,"Ridge Street, Nambucca Heads NSW 2448",http://www.crl.nsw.gov.au/
Narellan Library,-34.043583,150.736327,"Cnr Queen & Elyard Streets, Narellan NSW 2567",http://www.library.camden.nsw.gov.au/
Naremburn Library,-33.816016,151.201862,"7 Central Street, Naremburn NSW 2065",http://www.willoughby.nsw.gov.au/Library.html
Narooma Library,-36.216309,150.12382,"Field Street, Narooma NSW 2546",http://www.esc.nsw.gov.au/index.asp
Narrabri Library,-30.324317,149.784602,"8 Doyle Street, Narrabri NSW 2390",http://www.cnl.nsw.gov.au/
Narrandera Library,-34.743747,146.553673,"39-51 East Street,  Narrandera  NSW  2700",http://www.narrandera.nsw.gov.au/library.html
Narromine Library,-32.229162,148.240039,"Dandaloo Street, Narromine NSW 2821",http://www.mrl.nsw.gov.au/
New Lambton Library,-32.923932,151.713174,"Regent Street, New Lambton NSW 2305",http://www.newcastle.nsw.gov.au/discover_newcastle/visit_our_libraries
Newcastle Region Library,-32.929386,151.770302,"War Memorial Cultural Centre, Laman Street, Newcastle NSW 2300",http://www.newcastle.nsw.gov.au/discover_newcastle/visit_our_libraries
Newtown Library,-33.895488,151.182592,"8-10 Brown Street, Newtown NSW 2042",http://www.cityofsydney.nsw.gov.au/Library/Default.asp
Niagara Park Library,-33.38216,151.351305,"Washington Avenue, Niagara Park NSW 2250",http://www.gosford.nsw.gov.au/library
North Ryde Library,-33.794524,151.122443,"201 Coxs Road, North Ryde NSW 2113",http://www.ryde.nsw.gov.au/library/ryde.htm
Northbridge Library,-33.812315,151.218376,"296A Sailors Bay Road, Northbridge NSW 2063",http://www.willoughby.nsw.gov.au/Library.html
Nowra Library,-34.873081,150.60125,"10 Berry Street, Nowra NSW 2541",http://www.shoalhaven.nsw.gov.au/council/sections/library/services.htm
Nundle Library,-31.462548,151.127044,"Jenkins Street, Nundle NSW 2340",http://www.cnl.nsw.gov.au/
Nyngan Library,-31.563464,147.193379,"73 Cobar Street, Nyngan NSW  2825",http://www.warren.nsw.gov.au/community/1079.html
Oak Flats Library,-34.562942,150.819062,"Central Avenue, Oak Flats NSW 2529",http://www.shellharbour.nsw.gov.au/default.aspx?WebPage=211
Oatley Library,-33.982028,151.081459,"26 Letitia Street, Oatley NSW 2223",http://www.kogarah.nsw.gov.au/www/html/1508-introduction.asp
Oberon Council Library,-33.702723,149.855709,"Cnr Dart & Fleming Streets, Oberon NSW 2787",http://www.oberon.nsw.gov.au/library.html
Orange Library,-33.281842,149.102239,"Civic Square, Byng Street, Orange NSW 2800",http://www.cwl.nsw.gov.au/
Paddington Library,-33.886186,151.228942,"Town Hall, 247 Oxford Street. Paddington NSW 2021",http://www.woollahra.nsw.gov.au/library
Padstow Library,-33.950842,151.031513,"132 Cahors Road, Padstow NSW 2211",http://www.bankstown.nsw.gov.au/Library/default.aspx
Panania Library,-33.95613,150.998047,"Cnr Anderson Ave & Tower St, Panania NSW 2211",http://www.bankstown.nsw.gov.au/Library/default.aspx
Parkes Shire Library,-33.135732,148.173037,"Bogan Street, Parkes NSW 2870",http://www.parkes.nsw.gov.au/library.html
Parramatta City Library,-33.816187,151.004568,"1A Civic Place, Parramatta  NSW 2150",http://www.parracity.nsw.gov.au/culture__and__leisure/library
Peak Hill Library,-32.724895,148.191696,"93 Caswell Street, Peak Hill NSW 2869",http://www.parkes.nsw.gov.au/library.html
Pennant Hills Library,-33.737846,151.072217,"Cnr Ramsay & Yarrara Roads, Pennant Hills NSW 2120",http://www.hornsby.nsw.gov.au/library/
Penrith City Library,-33.750283,150.689209,"601 High Street, Penrith NSW 2750",http://www.penrithcity.nsw.gov.au/index.asp?id=41
Penshurst Library,-33.963791,151.100997,"12-22 Dora Street, Hurstville NSW 2220",http://www.hurstville.nsw.gov.au/PageZone_Library.asp?z=10&c=361&p=433
Port Macquarie-Hastings Library,-31.432975,152.91488,Cnr Gordon & Grant Streets Port Macquarie NSW 2444,http://www.hastings.nsw.gov.au/www/html/636-your-library.asp
Portland Library,-33.353105,149.982118,"63-65 Williwa Street, Portland NSW 2847",http://www.learningcentre.lithgow.com/
Queanbeyan Library,-35.354868,149.234787,"257 Crawford Street, Queanbeyan NSW 2620",http://www.qcc.nsw.gov.au/page.aspx?page=75
Quirindi Library,-31.507593,150.680429,"191 George Street, Quirindi NSW 2343",http://www.cnl.nsw.gov.au/
Randwick Library,-33.916808,151.24124,"Level 1, Royal randwick Shopping Centre, Avoca Street, Randwick NSW 2031",
Raymond Terrace Library,-32.76126,151.74246,"Cnr William & Port Stephens Streets, Raymond Terrace NSW 2324",http://www.newcastle.nsw.gov.au/discover_newcastle/visit_our_libraries
Regents Park Library,-33.884605,151.031563,"Amy Street, Regents Park NSW 2143",http://www.auburn.nsw.gov.au/page.aspx?id=464&
Richmond Library,-33.597577,150.749753,"West Market Street, Richmond NSW 2753",http://www.hawkesbury.nsw.gov.au/library.html
Richmond Tweed Regional Library Headquarters,-28.821456,153.347129,"2-6 Centenary Drive, Goonellabah NSW 2480",http://www.rtrl.nsw.gov.au/site/index.php
Riverstone Library,-33.678591,150.860495,"1st Floor, Marketown, Cnr market Street & Riverstone Parade, Riverstone NSW 2765",http://www.libraries.blacktown.nsw.gov.au/
Riverwood Library,-33.947335,151.052979,"Cnr Belmore Road North & Roosevelt Avenue, Riverwood NSW 2210",http://www.canterbury.nsw.gov.au/www/html/903-library-events.asp
Rockdale City Library,-33.950515,151.139158,"448 Princes Highway, Rockdale NSW 2216",http://www.rockdale.nsw.gov.au/library/Pages/Library.aspx
Rutherford Library,-32.716413,151.527921,"Rutherford Shopping Centre, Rutherford NSW 2320",http://www.maitland.nsw.gov.au/library/
Ryde Library,-33.813877,151.104107,"Civic Centre, Devlin Street, Ryde NSW 2122",http://www.ryde.nsw.gov.au/library/ryde.htm
Sanctuary Point Library,-35.104131,150.626941,"Paradise Beach Road, Sanctuary Point NSW 2540",http://www.shoalhaven.nsw.gov.au/council/sections/library/services.htm
Sans Souci Library,-33.993803,151.139506,"Cnr Clareville & Russell Avenues, Sans Souci NSW 2219",http://www.rockdale.nsw.gov.au/library/Pages/Library.aspx
Scone Library,-32.050779,150.867635,"14 Kelly Street, Scone NSW 2337",http://www.uhrl.nsw.gov.au/
Singleton Public Library,-32.559246,151.177171,"8-10 Queen Street, Singleton NSW 2330",http://www.singleton.nsw.gov.au/templates/singleton_library.aspx?edit=false&pageID=356
Smithfield Library,-33.85654,150.938728,"Cnr Clancy & Oxford Streets, Smithfield NSW 2164",http://www.fairfieldcity.nsw.gov.au/default.asp?iNavCatId=1&iSubCatId=12
South Hurstville Library,-33.977425,151.106259,"Cnr Short and Allen Streets, South Hurstville NSW 2220",http://www.kogarah.nsw.gov.au/www/html/1508-introduction.asp
South Penrith Library,-33.773886,150.699475,"Southlands Shopping Centre, Maxwell Street, South Penrith NSW 2760",http://www.penrithcity.nsw.gov.au/index.asp?id=41
South Tamworth Tamworth,-31.108805,150.909097,"66 Robert Street, South Tamworth NSW 2340",http://www.cnl.nsw.gov.au/
South West Rocks Library,-30.886268,153.040737,"22 Landsborough Street, South West Rocks NSW 2431",http://www.kempsey.nsw.gov.au/library.htm
Speers Point Library,-32.958918,151.621626,"139 Main Road, Speers Point NSW 2294",http://www.lakemac.com.au/page.aspx?pid=144&vid=11
Springwood Library,-33.699775,150.568931,"104 Macquarie Road, Springwood  NSW  2777",http://www.bmcc.nsw.gov.au/yourcommunity/library
St Clair Library,-33.794362,150.790261,"Shopping Centre, Cnr Bennett Rd & Endeavour Ave, St Clair NSW 2759",http://www.penrithcity.nsw.gov.au/index.asp?id=41
St Ives Library,-33.72438,151.169598,"Regional Shopping Centre, Mona Vale Road, St Ives NSW 2075",http://www.kmc.nsw.gov.au/www/html/64-library.asp
St Marys Library,-33.768272,150.773764,"207 Queen Street, St Marys NSW 2760",http://www.penrithcity.nsw.gov.au/index.asp?id=41
St Peters/Sydenham Library,-33.915785,151.167457,"Town Hall, Cnr Unwins Bridge Road & Swain Street, Sydenham",http://www.marrickville.nsw.gov.au/library.htm
Stanmore Library,-33.893614,151.161745,"Douglas Street, Stanmore NSW 2048",http://www.marrickville.nsw.gov.au/library.htm
Stanton Library,-33.833388,151.207968,"234 Miller Street, North Sydney NSW 2060",http://www.northsydney.nsw.gov.au/www/html/2036-catalogue--databases.asp
Stockton Library,-32.914734,151.784144,"King Street, Stockton NSW 2295",http://www.newcastle.nsw.gov.au/discover_newcastle/visit_our_libraries
Strathfield Library,-33.869146,151.0835,"65-67 Rochester Street, Homebush NSW 2140",http://www.strathfield.nsw.gov.au/page/library/
Strathfield South Library,-33.889795,151.082223,"64 High Street, Strathfield South NSW 2135",http://www.strathfield.nsw.gov.au/page/library/
Stuarts Point Library,-30.820795,152.993826,"Cnr Ocean Avenue & Marine Parade, Stuarts Point NSW 2441",http://www.kempsey.nsw.gov.au/library.htm
Surry Hills Library,-33.888889,151.209068,"Northcott Centre Library Link, Belvor Street, Surry Hills NSW 2010",http://www.cityofsydney.nsw.gov.au/Library/Default.asp
Sutherland Library,-34.030885,151.062105,"30-36 Belmont Street, Sutherland  NSW 2232",http://www.suthlib.nsw.gov.au/ssc/suthlib.nsf/
Swansea Library,-33.091765,151.637419,"228 Pacific Highway, Swansea NSW 2281",http://www.lakemac.com.au/page.aspx?pid=144&vid=11
Sylvania Library,-34.008047,151.105281,"Southgate Shopping centre, Sylvania NSW 2224",http://www.suthlib.nsw.gov.au/ssc/suthlib.nsf/
Talbingo Library,-35.580614,148.300858,"Lampe Street, Talbingo NSW 2720",http://www.rrl.nsw.gov.au/
Tamworth Library,-31.093805,150.933515,"466 Peel Street, Tamworth NSW 2340",http://www.cnl.nsw.gov.au/
Tea Gardens Library,-32.665565,152.159865,"Marine Drive, Tea Gardens NSW 2324",http://www.greatlakes.nsw.gov.au/Library/index.htm
Temora Library,-34.451188,147.535095,"294 Hoskins Street, Temora NSW 2666",http://www.rrl.nsw.gov.au/
Tenterfield Public Library,-29.055537,152.019419,"135 Manners Street, Tenterfield NSW 2372",http://tenterfield.local-e.nsw.gov.au/library.html
The Entrance Library & Council Services,-33.360397,151.482915,"211a The Entrance Road, The Entrance NSW 2261",http://www.wyong.nsw.gov.au/libraries/libraries_home.html
Thirroul Library,-34.316077,150.921371,"Lawrence Hargrave Drive, Thirroul NSW 2515",http://www.wollongong.nsw.gov.au/library.asp
Thornton Library,-32.774523,151.636026,"Taylor Avenue, Thornton NSW 2322",http://www.maitland.nsw.gov.au/library/
Tilligerry Library,-32.732676,152.032247,"Meredith Street, Lemon Tree Passage, Tilligerry NSW 2319",http://www.newcastle.nsw.gov.au/discover_newcastle/visit_our_libraries
Tocumwal Library,-35.81168,145.573437,"Deniliquin Street, Tocumwal NSW 2714",http://berriganshire.local-e.nsw.gov.au/library.html
Tomaree Library & Community Centre,-32.737436,152.106185,"Town Centre Circuit, Salamander Way, Salamander Bay NSW 2317",http://www.newcastle.nsw.gov.au/discover_newcastle/visit_our_libraries
Toormina Library,-30.354851,153.094284,"Minorie Drive, Toormina NSW 2452",http://www.coffsharbour.nsw.gov.au/citylibrary/html/18-home-page.asp
Toronto Library,-33.01432,151.596643,"5 Pemell Street, Toronto NSW 2283",http://www.lakemac.com.au/page.aspx?pid=144&vid=11
Toukley Library,-33.265608,151.541871,"Victoria Avenue, Toukley NSW 2263",http://www.wyong.nsw.gov.au/libraries/libraries_home.html
Trangie Library,-32.037228,147.975837,"Dandaloo Street, Trangie NSW 2823",http://www.mrl.nsw.gov.au/
Trundle Library,-32.916655,147.708174,"Forbes Street, Trundle NSW 2875",http://www.parkes.nsw.gov.au/library.html
Tuggerah Library & Council Services,-33.307725,151.417093,"Westfield Shoppingtown, Cobbs Road, Tuggerah NSW  2259",http://www.wyong.nsw.gov.au/libraries/libraries_home.html
Tullamore Library,-32.63262,147.574601,"Haylock Street, Tullamore NSW 2874",http://www.parkes.nsw.gov.au/library.html
Tumbarumba Library,-35.778483,148.011135,"Prince Street, Tumbarumba NSW 2653",http://www.umrl.com.au/
Tumut Library,-35.303206,148.218863,"169 Wynyard Street, Tumut NSW 2666",http://www.rrl.nsw.gov.au/
Turramurra Library,-33.731773,151.127083,"5 Ray Street, Turramurra NSW 2074",http://www.kmc.nsw.gov.au/www/html/64-library.asp
Tweed Heads Library,-28.177917,153.541526,"Civic Centre, Brett Street, Tweed Heads NSW 2485",http://www.rtrl.nsw.gov.au/site/index.php
Ulladulla Library,-35.357094,150.474301,"Civic Centre, Princes Highway, Ulladulla NSW 2539",http://www.shoalhaven.nsw.gov.au/council/sections/library/services.htm
Ultimo Library,-33.877824,151.198032,"Ultimo Community Centre, 1st Floor, 40 William Henry Street (cnr Bulwara Rd), Ultimo NSW 2007",http://www.cityofsydney.nsw.gov.au/Library/Default.asp
Umina Beach Library,-33.521884,151.322542,"West Street, Umina Beach NSW 2257",http://www.gosford.nsw.gov.au/library
Unanderra Library,-34.457585,150.842297,"Cnr Princes Highway & Factory Road, Unanderra NSW 2526",http://www.wollongong.nsw.gov.au/library.asp
Uralla Library,-30.64259,151.498771,"106  Bridge Street, Uralla NSW 2358",http://www.cnl.nsw.gov.au/
Urunga Library,-30.496787,153.02075,"Bonville Street, Urunga NSW 2455",http://www.crl.nsw.gov.au/
Vinegar Hill Memorial Library,-33.682104,150.915306,"29 Main Street, Rouse Hill NSW 2155",http://www.thehills.nsw.gov.au/Library.html
Wagga Wagga Library,-35.109861,147.370515,"Civic Centre, Cnr Baylis & Morrow Streets, Wagga Wagga NSW 2650",http://www.rrl.nsw.gov.au/
Wakool Shire Library Service,-35.630442,144.126933,"Barham Library, 15 Murray Street, Barham NSW 2732",
Walcha Library,-30.985237,151.593382,"Derby Street, Walcha NSW 2354",http://www.cnl.nsw.gov.au/
Walgett Library,-30.025701,148.11597,"Fox Street, Walgett NSW 2832",http://www.norl.org/
Wallerawang  Library,-33.404066,150.071885,"Council Chambers, Main Street, Wallerawang NSW 2845",
Wallsend District Library,-32.901425,151.6667,"Bunn Street, Wallsend NSW 2287",http://www.newcastle.nsw.gov.au/discover_newcastle/visit_our_libraries
Wangi Wangi Library,-33.069712,151.588006,"295 Watkins Road, Wangi Wangi NSW 2267",http://www.lakemac.com.au/page.aspx?pid=144&vid=11
Warialda Library,-29.541176,150.576165,"Hope Street, Warialda NSW 2402",http://www.norl.org/
Warilla Library,-34.552448,150.860042,Cnr Shellharbour & Lake Entrance Roads  Warilla  NSW   2528,http://www.shellharbour.nsw.gov.au/default.aspx?WebPage=211
Warrawong Library,-34.486087,150.887711,"Warrawong, NSW, Australia",http://www.wollongong.nsw.gov.au/library.asp
Warringah Library,-33.751224,151.286804,"725 Pittwater Road, Dee Why NSW 2099",http://www.wls.nsw.gov.au/
Waterloo Library,-33.885068,151.211193,"Waterloo Town Hall, 770 Elizabeth Street, Waterloo NSW 2017",http://www.cityofsydney.nsw.gov.au/Library/Default.asp
Watson's Bay Library,-33.844048,151.283488,"Dunbar House, Clovelly street, Watsons Bay NSW 2030",http://www.woollahra.nsw.gov.au/library
Wauchope Library,-31.462566,152.723038,"High Street, Wauchope NSW 2446",http://www.hastings.nsw.gov.au/www/html/636-your-library.asp
Waverley Library,-33.892782,151.245145,"Ron Lander Centre, 32-48 Denison Street Bondi Junction NSW 2022",www.waverley.nsw.gov.au/library
Wee Waa Library,-30.225737,149.443529,"82 Rose Street, Wee Waa NSW 2388",http://www.cnl.nsw.gov.au/
Wellington Library,-32.55556,148.942356,"Percy Street, Wellington NSW 2820",http://www.mrl.nsw.gov.au/
Wentworth Falls Library,-33.713484,150.378924,"School of Arts, Great Western Highway, Wentworth Falls NSW 2782",http://www.bmcc.nsw.gov.au/yourcommunity/library
Wentworth Shire Library,-34.109666,141.917353,"Short Street, Wentworth NSW 2648",http://www.wentworth.nsw.gov.au/library/
Wentworthville Library,-33.813551,150.971914,"2 Lane Street, Wentworthville NSW 2145",http://www.holroyd.nsw.gov.au/library
Werris Creek Library,-31.351202,150.649403,"14 Coronation Avenue, Werris Creek NSW 2341",http://www.cnl.nsw.gov.au/
West Ryde Library,-33.807034,151.087829,"2 Graf Avenue, West Ryde NSW 2114",http://www.ryde.nsw.gov.au/library/ryde.htm
Wetherill Park Library,-33.858371,150.912269,"Stocklands Mall, Polding Street, Wetherill Park NSW 2164",http://www.fairfieldcity.nsw.gov.au/default.asp?iNavCatId=1&iSubCatId=12
Willoughby City Library,-33.797947,151.182305,"Level 1, Mandarin Shopping Centre, 65 Albert Avenue, Chatswood NSW 2067",http://www.willoughby.nsw.gov.au/Library.html
Windale Library,-32.993425,151.681711,"20 Lake Street, Windale NSW 2306",http://www.lakemac.com.au/page.aspx?pid=144&vid=11
Windsor Library,-33.608868,150.817404,"Deerubbin Centre, 300 George Street, Windsor NSW 2756",http://www.hawkesbury.nsw.gov.au/library.html
Wingham Library,-31.867281,152.376311,"Wynter Street, Wingham NSW 2429",http://www.gtcc.nsw.gov.au/webcomm/Page/Page.asp?Page_Id=392&p=1
Wollondilly Library,-34.169931,150.612113,"42 Menangle Street, Picton NSW 2571",http://www.wollondilly.nsw.gov.au/library.html
Wollongong City Library,-34.427411,150.898836,"41 Burelli Street, Wollongong NSW 2500",http://www.wollongong.nsw.gov.au/library.asp
Woolgoolga Library,-30.110808,153.199284,"Ganderton Street, Woolgoolga NSW 2456",http://www.coffsharbour.nsw.gov.au/citylibrary/html/18-home-page.asp
Woollahra Library,-33.872703,151.248616,"548 New South Head Road, Double Bay NSW 2028",http://www.woollahra.nsw.gov.au/library
Woy Woy Library,-33.494281,151.328013,"Blackwall Road, Woy Woy NSW 2256",http://www.gosford.nsw.gov.au/library
Wyoming Library,-33.41005,151.36594,"Maidens Brush Road, Wyoming NSW 2250",http://www.gosford.nsw.gov.au/library
Wyong Library,-33.282045,151.424545,"Divic Centre, Hely Street, Wyong NSW 2259",http://www.wyong.nsw.gov.au/libraries/libraries_home.html
Young Library,-34.312219,148.298282,"Lynch Street, Young NSW 2594",http://www.young.nsw.gov.au/library.htm
